TIPO,ID,NOME,DEPENDENCIA
SUB,30702011,QUÍMICA SANITÁRIA,30700000
SUB,30702020,PROCESSOS SIMPLIFICADOS DE TRATAMENTO DE ÁGUAS,30700000
SUB,30702038,TÉCNICAS CONVENCIONAIS DE TRATAMENTO DE ÁGUAS,30700000
SUB,30702046,TÉCNICAS AVANÇADAS DE TRATAMENTO DE ÁGUAS,30700000
SUB,30702054,ESTUDOS E CARACTERIZAÇÃO DE EFLUENTES INDUSTRIAIS,30700000
SUB,30702062,LAY OUT DE PROCESSOS INDUSTRIAIS,30700000
SUB,30702070,RESÍDUOS RADIOATIVOS,30700000
SUB,30702078,TÉCNICAS CONVENCIONAIS DE TRATAMENTO DE ÁGUAS,30700000
SUB,30703000,SANEAMENTO BÁSICO,30700000
SUB,30703018,TÉCNICAS DE ABASTECIMENTO DA ÁGUA,30700000
SUB,30703026,DRENAGEM DE ÁGUAS RESIDUÁRIAS,30700000
SUB,30703034,DRENAGEM URBANA DE ÁGUAS PLUVIAIS,30700000
SUB,30703042,"RESÍDUOS SÓLIDOS, DOMÉSTICOS E INDUSTRIAIS",30700000
SUB,30703050,LIMPEZA PÚBLICA,30700000
SUB,30703069,INSTALAÇÕES HIDRÁULICO-SANITÁRIAS,30700000
SUB,30704006,SANEAMENTO AMBIENTAL,30700000
SUB,30704014,ECOLOGIA APLICADA À ENGENHARIA SANITÁRIA,30700000
SUB,30704022,MICROBIOLOGIA APLICADA E ENGENHARIA SANITÁRIA,30700000
SUB,30704030,PARASITOLOGIA APLICADA À ENGENHARIA SANITÁRIA,30700000
SUB,30704049,"QUALIDADE DO AR, DAS ÁGUAS E DO SOLO",30700000
SUB,30704057,CONTROLE DA POLUIÇÃO,30700000
SUB,30704065,LEGISLAÇÃO AMBIENTAL,30700000
AREA,31000002,ENGENHARIA DE TRANSPORTES,30000009
SUB,31001009,PLANEJAMENTO DE TRANSPORTES,31000002
SUB,31001017,PLANEJAMENTO E ORGANIZAÇÃO DO SISTEMA DE TRANSPORTE,31000002
SUB,31001025,ECONOMIA DOS TRANSPORTES,31000002
SUB,31002005,VEÍCULOS E EQUIPAMENTOS DE CONTROLE,31000002
SUB,31002013,VIAS DE TRANSPORTE,31000002
SUB,31002021,VEÍCULOS DE TRANSPORTES,31000002
SUB,31002030,ESTAÇÃO DE TRANSPORTE,31000002
SUB,31002048,EQUIPAMENTOS AUXILIARES E CONTROLES,31000002
SUB,31003001,OPERAÇÕES DE TRANSPORTES,31000002
SUB,31003010,ENGENHARIA DE TRÁFEGO,31000002
SUB,31003028,CAPACIDADE DE VIAS DE TRANSPORTE,31000002
